product_id,name,description,category,price,cost,stock_quantity,created_at,updated_at
109,A possibilidade de mudar naturalmente,Dolores temporibus accusantium iusto cupiditate. Vitae nesciunt iste quia non ab sapiente dolore. Reprehenderit atque voluptatibus accusamus ea ullam officiis ducimus.,Livros,4347.0,2452.53,429,2025-05-11 23:46:31,2025-05-11 23:46:31
110,O conforto de evoluir com toda a tranquilidade,Optio quod veniam velit ex minima. Non eius nihil dolores et. Aliquid illo facere laboriosam.,Livros,2780.37,1426.92,254,2025-05-11 23:46:31,2025-05-11 23:46:31
111,A arte de atingir seus objetivos antes de tudo,Sequi cupiditate ratione ex veritatis tenetur veniam. Nesciunt adipisci incidunt debitis.,Vestuário,460.49,237.1,216,2025-05-11 23:46:31,2025-05-11 23:46:31
112,A segurança de avançar mais facilmente,"Itaque eos quas ea hic accusamus ipsa. Aut beatae qui asperiores.
Ullam voluptatibus deleniti illo. Quae ex iusto provident aliquam quos facilis. Perferendis adipisci distinctio dicta.",Eletrônicos,1558.44,818.56,149,2025-05-11 23:46:31,2025-05-11 23:46:31
113,O conforto de evoluir sem preocupação,Iste maxime necessitatibus beatae odit corrupti id quae. Ipsum consequatur blanditiis nesciunt ex.,Móveis,2697.0,1184.82,74,2025-05-11 23:46:31,2025-05-11 23:46:31
114,O poder de atingir seus objetivos com toda a tranquilidade,Ab veniam quisquam. Hic atque esse perspiciatis illo. Ipsum saepe magni perferendis sequi aut. Architecto itaque labore officia doloremque esse.,Alimentos,3403.3,2183.68,276,2025-05-11 23:46:31,2025-05-11 23:46:31
115,O conforto de avançar simplesmente,Officia explicabo sint repellat quam aperiam voluptatem. Reprehenderit eos sed distinctio maxime inventore rerum alias. Minus aliquid aspernatur cupiditate at.,Alimentos,769.5,520.01,393,2025-05-11 23:46:31,2025-05-11 23:46:31
116,A simplicidade de conseguir sem preocupação,Officia eveniet inventore mollitia. Pariatur maiores esse perspiciatis cum ea sequi. Distinctio ut sunt tempora.,Vestuário,3299.23,2353.05,202,2025-05-11 23:46:31,2025-05-11 23:46:31
117,A simplicidade de atingir seus objetivos com confiança,Iusto nulla facere eos officia at itaque. Quisquam tempora occaecati non vitae a nisi. Ut sequi repudiandae ab.,Livros,2135.26,1332.32,475,2025-05-11 23:46:31,2025-05-11 23:46:31
118,A certeza de evoluir direto da fonte,"Harum voluptatum optio harum et. Atque magnam tempore consequuntur. Unde ducimus minima minima.
Repellat labore ad ad rem veniam. Architecto occaecati dicta sunt.",Eletrônicos,3946.48,2022.71,409,2025-05-11 23:46:31,2025-05-11 23:46:31
119,A vantagem de mudar sem preocupação,Dignissimos explicabo magnam quam repellat iusto molestias. Sunt doloremque illo magnam voluptatibus quae. Eius corrupti quis deleniti dignissimos laudantium.,Vestuário,1594.28,763.66,266,2025-05-11 23:46:31,2025-05-11 23:46:31
120,O poder de mudar direto da fonte,Sed nisi assumenda earum aspernatur. Quasi neque rem a quae.,Móveis,2281.04,1002.96,34,2025-05-11 23:46:31,2025-05-11 23:46:31
